F	V
1.88774510286395e+007	(-1.15953510263780e+001,-6.35810253916277e+001)
1.89209680475644e+007	(-1.16525376408408e+001,-6.36696091588884e+001)
1.89645853835784e+007	(-1.17093824213116e+001,-6.37575237078113e+001)
1.90083032679362e+007	(-1.17658899191272e+001,-6.38447804635960e+001)
1.90521219324257e+007	(-1.18220646011599e+001,-6.39313905635971e+001)
1.90960416093691e+007	(-1.18779108518445e+001,-6.40173648663664e+001)
1.91400625316242e+007	(-1.19334329751482e+001,-6.41027139603587e+001)
1.91841849325855e+007	(-1.19886351964810e+001,-6.41874481723145e+001)
1.92284090461855e+007	(-1.20435216645527e+001,-6.42715775753350e+001)
1.92727351068962e+007	(-1.20980964531751e+001,-6.43551119966605e+001)
1.93171633497299e+007	(-1.21523635630133e+001,-6.44380610251670e+001)
1.93616940102407e+007	(-1.22063269232867e+001,-6.45204340185907e+001)
1.94063273245258e+007	(-1.22599903934219e+001,-6.46022401104933e+001)
1.94510635292265e+007	(-1.23133577646592e+001,-6.46834882169776e+001)
1.94959028615297e+007	(-1.23664327616134e+001,-6.47641870431652e+001)
1.95408455591691e+007	(-1.24192190437914e+001,-6.48443450894445e+001)
1.95858918604265e+007	(-1.24717202070676e+001,-6.49239706574993e+001)
1.96310420041327e+007	(-1.25239397851181e+001,-6.50030718561272e+001)
1.96762962296695e+007	(-1.25758812508158e+001,-6.50816566068546e+001)
1.97216547769702e+007	(-1.26275480175869e+001,-6.51597326493590e+001)
1.97671178865212e+007	(-1.26789434407310e+001,-6.52373075467041e+001)
1.98126857993636e+007	(-1.27300708187044e+001,-6.53143886903957e+001)
1.98583587570937e+007	(-1.27809333943699e+001,-6.53909833052671e+001)
1.99041370018652e+007	(-1.28315343562116e+001,-6.54670984541974e+001)
1.99500207763896e+007	(-1.28818768395188e+001,-6.55427410426727e+001)
1.99960103239382e+007	(-1.29319639275370e+001,-6.56179178231942e+001)
2.00421058883431e+007	(-1.29817986525890e+001,-6.56926353995394e+001)
2.00883077139982e+007	(-1.30313839971667e+001,-6.57669002308829e+001)
2.01346160458610e+007	(-1.30807228949936e+001,-6.58407186357808e+001)
2.01810311294538e+007	(-1.31298182320598e+001,-6.59140967960255e+001)
2.02275532108647e+007	(-1.31786728476304e+001,-6.59870407603744e+001)
2.02741825367492e+007	(-1.32272895352272e+001,-6.60595564481581e+001)
2.03209193543312e+007	(-1.32756710435860e+001,-6.61316496527720e+001)
2.03677639114047e+007	(-1.33238200775879e+001,-6.62033260450563e+001)
2.04147164563349e+007	(-1.33717392991687e+001,-6.62745911765681e+001)
2.04617772380596e+007	(-1.34194313282034e+001,-6.63454504827496e+001)
2.05089465060903e+007	(-1.34668987433697e+001,-6.64159092859963e+001)
2.05562245105137e+007	(-1.35141440829889e+001,-6.64859727986289e+001)
2.06036115019932e+007	(-1.35611698458462e+001,-6.65556461257722e+001)
2.06511077317699e+007	(-1.36079784919902e+001,-6.66249342681446e+001)
2.06987134516639e+007	(-1.36545724435131e+001,-6.66938421247615e+001)
2.07464289140762e+007	(-1.37009540853109e+001,-6.67623744955549e+001)
2.07942543719894e+007	(-1.37471257658252e+001,-6.68305360839134e+001)
2.08421900789693e+007	(-1.37930897977672e+001,-6.68983314991445e+001)
2.08902362891661e+007	(-1.38388484588236e+001,-6.69657652588620e+001)
2.09383932573162e+007	(-1.38844039923454e+001,-6.70328417913018e+001)
2.09866612387430e+007	(-1.39297586080201e+001,-6.70995654375679e+001)
2.10350404893586e+007	(-1.39749144825280e+001,-6.71659404538112e+001)
2.10835312656648e+007	(-1.40198737601823e+001,-6.72319710133436e+001)
2.11321338247550e+007	(-1.40646385535545e+001,-6.72976612086896e+001)
2.11808484243151e+007	(-1.41092109440843e+001,-6.73630150535774e+001)
2.12296753226250e+007	(-1.41535929826758e+001,-6.74280364848712e+001)
2.12786147785602e+007	(-1.41977866902788e+001,-6.74927293644481e+001)
2.13276670515927e+007	(-1.42417940584575e+001,-6.75570974810193e+001)
2.13768324017928e+007	(-1.42856170499453e+001,-6.76211445518996e+001)
2.14261110898303e+007	(-1.43292575991865e+001,-6.76848742247257e+001)
2.14755033769759e+007	(-1.43727176128662e+001,-6.77482900791246e+001)
2.15250095251025e+007	(-1.44159989704274e+001,-6.78113956283357e+001)
2.15746297966869e+007	(-1.44591035245765e+001,-6.78741943207859e+001)
2.16243644548109e+007	(-1.45020331017771e+001,-6.79366895416206e+001)
2.16742137631625e+007	(-1.45447895027331e+001,-6.79988846141914e+001)
2.17241779860378e+007	(-1.45873745028597e+001,-6.80607828015025e+001)
2.17742573883423e+007	(-1.46297898527453e+001,-6.81223873076167e+001)
2.18244522355919e+007	(-1.46720372786018e+001,-6.81837012790220e+001)
2.18747627939147e+007	(-1.47141184827053e+001,-6.82447278059610e+001)
2.19251893300523e+007	(-1.47560351438273e+001,-6.83054699237236e+001)
2.19757321113611e+007	(-1.47977889176557e+001,-6.83659306139039e+001)
2.20263914058139e+007	(-1.48393814372072e+001,-6.84261128056237e+001)
2.20771674820013e+007	(-1.48808143132298e+001,-6.84860193767219e+001)
2.21280606091330e+007	(-1.49220891345974e+001,-6.85456531549123e+001)
2.21790710570392e+007	(-1.49632074686950e+001,-6.86050169189103e+001)
2.22301990961723e+007	(-1.50041708617962e+001,-6.86641133995289e+001)
2.22814449976081e+007	(-1.50449808394322e+001,-6.87229452807462e+001)
2.23328090330472e+007	(-1.50856389067527e+001,-6.87815152007443e+001)
2.23842914748167e+007	(-1.51261465488794e+001,-6.88398257529201e+001)
2.24358925958712e+007	(-1.51665052312515e+001,-6.88978794868706e+001)
2.24876126697949e+007	(-1.52067163999649e+001,-6.89556789093516e+001)
2.25394519708024e+007	(-1.52467814821026e+001,-6.90132264852116e+001)
2.25914107737404e+007	(-1.52867018860593e+001,-6.90705246383016e+001)
2.26434893540895e+007	(-1.53264790018592e+001,-6.91275757523608e+001)
2.26956879879651e+007	(-1.53661142014664e+001,-6.91843821718804e+001)
2.27480069521191e+007	(-1.54056088390893e+001,-6.92409462029444e+001)
2.28004465239414e+007	(-1.54449642514788e+001,-6.92972701140490e+001)
2.28530069814615e+007	(-1.54841817582199e+001,-6.93533561369019e+001)
2.29056886033497e+007	(-1.55232626620178e+001,-6.94092064672004e+001)
2.29584916689187e+007	(-1.55622082489776e+001,-6.94648232653903e+001)
2.30114164581250e+007	(-1.56010197888788e+001,-6.95202086574059e+001)
2.30644632515707e+007	(-1.56396985354438e+001,-6.95753647353908e+001)
2.31176323305045e+007	(-1.56782457266010e+001,-6.96302935584017e+001)
2.31709239768237e+007	(-1.57166625847431e+001,-6.96849971530939e+001)
2.32243384730752e+007	(-1.57549503169792e+001,-6.97394775143901e+001)
2.32778761024573e+007	(-1.57931101153829e+001,-6.97937366061328e+001)
2.33315371488214e+007	(-1.58311431572349e+001,-6.98477763617209e+001)
2.33853218966727e+007	(-1.58690506052605e+001,-6.99015986847301e+001)
2.34392306311729e+007	(-1.59068336078632e+001,-6.99552054495186e+001)
2.34932636381405e+007	(-1.59444932993530e+001,-7.00085985018184e+001)
2.35474212040533e+007	(-1.59820308001703e+001,-7.00617796593119e+001)
2.36017036160492e+007	(-1.60194472171058e+001,-7.01147507121944e+001)
2.36561111619283e+007	(-1.60567436435156e+001,-7.01675134237238e+001)
2.37106441301538e+007	(-1.60939211595326e+001,-7.02200695307568e+001)
2.37653028098541e+007	(-1.61309808322733e+001,-7.02724207442721e+001)
2.38200874908242e+007	(-1.61679237160411e+001,-7.03245687498818e+001)
2.38749984635270e+007	(-1.62047508525252e+001,-7.03765152083300e+001)
2.39300360190949e+007	(-1.62414632709962e+001,-7.04282617559806e+001)
2.39852004493316e+007	(-1.62780619884975e+001,-7.04798100052925e+001)
2.40404920467135e+007	(-1.63145480100332e+001,-7.05311615452850e+001)
2.40959111043910e+007	(-1.63509223287529e+001,-7.05823179419911e+001)
2.41514579161905e+007	(-1.63871859261321e+001,-7.06332807389015e+001)
2.42071327766157e+007	(-1.64233397721499e+001,-7.06840514573974e+001)
2.42629359808491e+007	(-1.64593848254632e+001,-7.07346315971739e+001)
2.43188678247538e+007	(-1.64953220335777e+001,-7.07850226366535e+001)
2.43749286048749e+007	(-1.65311523330154e+001,-7.08352260333902e+001)
2.44311186184409e+007	(-1.65668766494793e+001,-7.08852432244643e+001)
2.44874381633658e+007	(-1.66024958980151e+001,-7.09350756268687e+001)
2.45438875382502e+007	(-1.66380109831697e+001,-7.09847246378856e+001)
2.46004670423831e+007	(-1.66734227991467e+001,-7.10341916354559e+001)
2.46571769757433e+007	(-1.67087322299596e+001,-7.10834779785391e+001)
2.47140176390013e+007	(-1.67439401495815e+001,-7.11325850074663e+001)
2.47709893335206e+007	(-1.67790474220927e+001,-7.11815140442844e+001)
2.48280923613595e+007	(-1.68140549018252e+001,-7.12302663930933e+001)
2.48853270252725e+007	(-1.68489634335045e+001,-7.12788433403752e+001)
2.49426936287121e+007	(-1.68837738523897e+001,-7.13272461553171e+001)
2.50001924758304e+007	(-1.69184869844099e+001,-7.13754760901260e+001)
2.50578238714805e+007	(-1.69531036462990e+001,-7.14235343803372e+001)
2.51155881212184e+007	(-1.69876246457279e+001,-7.14714222451156e+001)
2.51734855313042e+007	(-1.70220507814340e+001,-7.15191408875511e+001)
2.52315164087045e+007	(-1.70563828433492e+001,-7.15666914949474e+001)
2.52896810610930e+007	(-1.70906216127245e+001,-7.16140752391039e+001)
2.53479797968529e+007	(-1.71247678622538e+001,-7.16612932765926e+001)
2.54064129250785e+007	(-1.71588223561942e+001,-7.17083467490283e+001)
2.54649807555762e+007	(-1.71927858504852e+001,-7.17552367833334e+001)
2.55236835988669e+007	(-1.72266590928651e+001,-7.18019644919970e+001)
2.55825217661873e+007	(-1.72604428229860e+001,-7.18485309733284e+001)
2.56414955694914e+007	(-1.72941377725263e+001,-7.18949373117054e+001)
2.57006053214525e+007	(-1.73277446653017e+001,-7.19411845778172e+001)
2.57598513354646e+007	(-1.73612642173740e+001,-7.19872738289024e+001)
2.58192339256441e+007	(-1.73946971371580e+001,-7.20332061089820e+001)
2.58787534068317e+007	(-1.74280441255270e+001,-7.20789824490873e+001)
2.59384100945937e+007	(-1.74613058759159e+001,-7.21246038674835e+001)
2.59982043052240e+007	(-1.74944830744230e+001,-7.21700713698881e+001)
2.60581363557454e+007	(-1.75275763999101e+001,-7.22153859496855e+001)
2.61182065639117e+007	(-1.75605865241006e+001,-7.22605485881364e+001)
2.61784152482093e+007	(-1.75935141116759e+001,-7.23055602545837e+001)
2.62387627278585e+007	(-1.76263598203712e+001,-7.23504219066537e+001)
2.62992493228158e+007	(-1.76591243010678e+001,-7.23951344904531e+001)
2.63598753537749e+007	(-1.76918081978860e+001,-7.24396989407624e+001)
2.64206411421691e+007	(-1.77244121482749e+001,-7.24841161812255e+001)
2.64815470101726e+007	(-1.77569367831014e+001,-7.25283871245345e+001)
2.65425932807021e+007	(-1.77893827267375e+001,-7.25725126726121e+001)
2.66037802774190e+007	(-1.78217505971465e+001,-7.26164937167896e+001)
2.66651083247306e+007	(-1.78540410059674e+001,-7.26603311379811e+001)
2.67265777477921e+007	(-1.78862545585982e+001,-7.27040258068551e+001)
2.67881888725082e+007	(-1.79183918542774e+001,-7.27475785840019e+001)
2.68499420255351e+007	(-1.79504534861653e+001,-7.27909903200982e+001)
2.69118375342817e+007	(-1.79824400414221e+001,-7.28342618560678e+001)
2.69738757269120e+007	(-1.80143521012868e+001,-7.28773940232403e+001)
2.70360569323462e+007	(-1.80461902411534e+001,-7.29203876435055e+001)
2.70983814802629e+007	(-1.80779550306467e+001,-7.29632435294651e+001)
2.71608497011007e+007	(-1.81096470336961e+001,-7.30059624845822e+001)
2.72234619260598e+007	(-1.81412668086090e+001,-7.30485453033268e+001)
2.72862184871040e+007	(-1.81728149081427e+001,-7.30909927713194e+001)
2.73491197169623e+007	(-1.82042918795752e+001,-7.31333056654711e+001)
2.74121659491309e+007	(-1.82356982647748e+001,-7.31754847541213e+001)
2.74753575178746e+007	(-1.82670346002687e+001,-7.32175307971733e+001)
2.75386947582287e+007	(-1.82983014173104e+001,-7.32594445462262e+001)
2.76021780060010e+007	(-1.83294992419465e+001,-7.33012267447053e+001)
2.76658075977734e+007	(-1.83606285950818e+001,-7.33428781279894e+001)
2.77295838709036e+007	(-1.83916899925438e+001,-7.33843994235361e+001)
2.77935071635271e+007	(-1.84226839451460e+001,-7.34257913510043e+001)
2.78575778145589e+007	(-1.84536109587506e+001,-7.34670546223750e+001)
2.79217961636950e+007	(-1.84844715343298e+001,-7.35081899420690e+001)
2.79861625514150e+007	(-1.85152661680263e+001,-7.35491980070633e+001)
2.80506773189828e+007	(-1.85459953512130e+001,-7.35900795070046e+001)
2.81153408084494e+007	(-1.85766595705517e+001,-7.36308351243211e+001)
2.81801533626541e+007	(-1.86072593080508e+001,-7.36714655343323e+001)
2.82451153252268e+007	(-1.86377950411224e+001,-7.37119714053563e+001)
2.83102270405891e+007	(-1.86682672426381e+001,-7.37523533988155e+001)
2.83754888539571e+007	(-1.86986763809846e+001,-7.37926121693404e+001)
2.84409011113422e+007	(-1.87290229201179e+001,-7.38327483648710e+001)
2.85064641595539e+007	(-1.87593073196167e+001,-7.38727626267574e+001)
2.85721783462008e+007	(-1.87895300347357e+001,-7.39126555898571e+001)
2.86380440196930e+007	(-1.88196915164569e+001,-7.39524278826318e+001)
2.87040615292437e+007	(-1.88497922115416e+001,-7.39920801272418e+001)
2.87702312248713e+007	(-1.88798325625802e+001,-7.40316129396391e+001)
2.88365534574009e+007	(-1.89098130080423e+001,-7.40710269296580e+001)
2.89030285784663e+007	(-1.89397339823257e+001,-7.41103227011054e+001)
2.89696569405120e+007	(-1.89695959158045e+001,-7.41495008518481e+001)
2.90364388967949e+007	(-1.89993992348767e+001,-7.41885619738995e+001)
2.91033748013864e+007	(-1.90291443620112e+001,-7.42275066535046e+001)
2.91704650091740e+007	(-1.90588317157939e+001,-7.42663354712228e+001)
2.92377098758631e+007	(-1.90884617109734e+001,-7.43050490020103e+001)
2.93051097579796e+007	(-1.91180347585056e+001,-7.43436478153001e+001)
2.93726650128707e+007	(-1.91475512655978e+001,-7.43821324750815e+001)
2.94403759987077e+007	(-1.91770116357530e+001,-7.44205035399770e+001)
2.95082430744877e+007	(-1.92064162688120e+001,-7.44587615633194e+001)
2.95762666000349e+007	(-1.92357655609963e+001,-7.44969070932258e+001)
2.96444469360034e+007	(-1.92650599049496e+001,-7.45349406726720e+001)
2.97127844438785e+007	(-1.92942996897791e+001,-7.45728628395645e+001)
2.97812794859790e+007	(-1.93234853010958e+001,-7.46106741268117e+001)
2.98499324254586e+007	(-1.93526171210548e+001,-7.46483750623934e+001)
2.99187436263085e+007	(-1.93816955283945e+001,-7.46859661694301e+001)
2.99877134533588e+007	(-1.94107208984757e+001,-7.47234479662499e+001)
3.00568422722806e+007	(-1.94396936033196e+001,-7.47608209664553e+001)
3.01261304495881e+007	(-1.94686140116459e+001,-7.47980856789878e+001)
3.01955783526403e+007	(-1.94974824889099e+001,-7.48352426081927e+001)
3.02651863496430e+007	(-1.95262993973392e+001,-7.48722922538817e+001)
3.03349548096509e+007	(-1.95550650959700e+001,-7.49092351113946e+001)
3.04048841025695e+007	(-1.95837799406830e+001,-7.49460716716608e+001)
3.04749745991569e+007	(-1.96124442842383e+001,-7.49828024212586e+001)
3.05452266710259e+007	(-1.96410584763104e+001,-7.50194278424745e+001)
3.06156406906460e+007	(-1.96696228635224e+001,-7.50559484133608e+001)
3.06862170313454e+007	(-1.96981377894798e+001,-7.50923646077922e+001)
3.07569560673127e+007	(-1.97266035948038e+001,-7.51286768955228e+001)
3.08278581735994e+007	(-1.97550206171643e+001,-7.51648857422398e+001)
3.08989237261212e+007	(-1.97833891913123e+001,-7.52009916096187e+001)
3.09701531016608e+007	(-1.98117096491119e+001,-7.52369949553758e+001)
3.10415466778691e+007	(-1.98399823195716e+001,-7.52728962333210e+001)
3.11131048332679e+007	(-1.98682075288761e+001,-7.53086958934091e+001)
3.11848279472512e+007	(-1.98963856004165e+001,-7.53443943817903e+001)
3.12567164000879e+007	(-1.99245168548204e+001,-7.53799921408604e+001)
3.13287705729235e+007	(-1.99526016099827e+001,-7.54154896093094e+001)
3.14009908477820e+007	(-1.99806401810942e+001,-7.54508872221700e+001)
3.14733776075681e+007	(-2.00086328806711e+001,-7.54861854108648e+001)
3.15459312360692e+007	(-2.00365800185839e+001,-7.55213846032529e+001)
3.16186521179574e+007	(-2.00644819020854e+001,-7.55564852236764e+001)
3.16915406387916e+007	(-2.00923388358389e+001,-7.55914876930046e+001)
3.17645971850194e+007	(-2.01201511219457e+001,-7.56263924286792e+001)
3.18378221439794e+007	(-2.01479190599724e+001,-7.56611998447579e+001)
3.19112159039031e+007	(-2.01756429469778e+001,-7.56959103519571e+001)
3.19847788539169e+007	(-2.02033230775394e+001,-7.57305243576945e+001)
3.20585113840441e+007	(-2.02309597437796e+001,-7.57650422661308e+001)
3.21324138852074e+007	(-2.02585532353916e+001,-7.57994644782105e+001)
3.22064867492304e+007	(-2.02861038396648e+001,-7.58337913917026e+001)
3.22807303688401e+007	(-2.03136118415100e+001,-7.58680234012398e+001)
3.23551451376688e+007	(-2.03410775234845e+001,-7.59021608983583e+001)
3.24297314502561e+007	(-2.03685011658163e+001,-7.59362042715356e+001)
3.25044897020513e+007	(-2.03958830464284e+001,-7.59701539062288e+001)
3.25794202894152e+007	(-2.04232234409631e+001,-7.60040101849119e+001)
3.26545236096222e+007	(-2.04505226228050e+001,-7.60377734871124e+001)
3.27298000608628e+007	(-2.04777808631047e+001,-7.60714441894472e+001)
3.28052500422451e+007	(-2.05049984308017e+001,-7.61050226656587e+001)
3.28808739537975e+007	(-2.05321755926472e+001,-7.61385092866495e+001)
3.29566721964705e+007	(-2.05593126132264e+001,-7.61719044205169e+001)
3.30326451721386e+007	(-2.05864097549808e+001,-7.62052084325871e+001)
3.31087932836032e+007	(-2.06134672782298e+001,-7.62384216854481e+001)
3.31851169345938e+007	(-2.06404854411926e+001,-7.62715445389835e+001)
3.32616165297710e+007	(-2.06674645000094e+001,-7.63045773504042e+001)
3.33382924747279e+007	(-2.06944047087626e+001,-7.63375204742805e+001)
3.34151451759928e+007	(-2.07213063194972e+001,-7.63703742625738e+001)
3.34921750410311e+007	(-2.07481695822417e+001,-7.64031390646673e+001)
3.35693824782473e+007	(-2.07749947450283e+001,-7.64358152273967e+001)
3.36467678969878e+007	(-2.08017820539128e+001,-7.64684030950800e+001)
3.37243317075422e+007	(-2.08285317529947e+001,-7.65009030095475e+001)
3.38020743211461e+007	(-2.08552440844364e+001,-7.65333153101705e+001)
3.38799961499832e+007	(-2.08819192884826e+001,-7.65656403338905e+001)
3.39580976071872e+007	(-2.09085576034793e+001,-7.65978784152469e+001)
3.40363791068444e+007	(-2.09351592658929e+001,-7.66300298864054e+001)
3.41148410639953e+007	(-2.09617245103286e+001,-7.66620950771853e+001)
3.41934838946375e+007	(-2.09882535695487e+001,-7.66940743150863e+001)
3.42723080157275e+007	(-2.10147466744908e+001,-7.67259679253155e+001)
3.43513138451828e+007	(-2.10412040542859e+001,-7.67577762308136e+001)
3.44305018018846e+007	(-2.10676259362760e+001,-7.67894995522803e+001)
3.45098723056795e+007	(-2.10940125460315e+001,-7.68211382082006e+001)
3.45894257773820e+007	(-2.11203641073684e+001,-7.68526925148691e+001)
3.46691626387767e+007	(-2.11466808423659e+001,-7.68841627864156e+001)
3.47490833126205e+007	(-2.11729629713828e+001,-7.69155493348285e+001)
3.48291882226449e+007	(-2.11992107130741e+001,-7.69468524699798e+001)
3.49094777935580e+007	(-2.12254242844080e+001,-7.69780724996480e+001)
3.49899524510473e+007	(-2.12516039006817e+001,-7.70092097295422e+001)
3.50706126217814e+007	(-2.12777497755376e+001,-7.70402644633244e+001)
3.51514587334124e+007	(-2.13038621209793e+001,-7.70712370026325e+001)
3.52324912145784e+007	(-2.13299411473873e+001,-7.71021276471028e+001)
3.53137104949055e+007	(-2.13559870635344e+001,-7.71329366943919e+001)
3.53951170050103e+007	(-2.13820000766012e+001,-7.71636644401983e+001)
3.54767111765019e+007	(-2.14079803921912e+001,-7.71943111782838e+001)
3.55584934419846e+007	(-2.14339282143455e+001,-7.72248772004949e+001)
3.56404642350599e+007	(-2.14598437455583e+001,-7.72553627967835e+001)
3.57226239903285e+007	(-2.14857271867908e+001,-7.72857682552270e+001)
3.58049731433935e+007	(-2.15115787374860e+001,-7.73160938620493e+001)
3.58875121308618e+007	(-2.15373985955831e+001,-7.73463399016399e+001)
3.59702413903470e+007	(-2.15631869575314e+001,-7.73765066565741e+001)
3.60531613604713e+007	(-2.15889440183045e+001,-7.74065944076324e+001)
3.61362724808681e+007	(-2.16146699714138e+001,-7.74366034338193e+001)
3.62195751921843e+007	(-2.16403650089225e+001,-7.74665340123823e+001)
3.63030699360827e+007	(-2.16660293214588e+001,-7.74963864188306e+001)
3.63867571552440e+007	(-2.16916630982296e+001,-7.75261609269530e+001)
3.64706372933696e+007	(-2.17172665270330e+001,-7.75558578088367e+001)
3.65547107951835e+007	(-2.17428397942724e+001,-7.75854773348845e+001)
3.66389781064352e+007	(-2.17683830849682e+001,-7.76150197738326e+001)
3.67234396739014e+007	(-2.17938965827714e+001,-7.76444853927678e+001)
3.68080959453892e+007	(-2.18193804699760e+001,-7.76738744571451e+001)
3.68929473697375e+007	(-2.18448349275312e+001,-7.77031872308037e+001)
3.69779943968201e+007	(-2.18702601350539e+001,-7.77324239759845e+001)
3.70632374775480e+007	(-2.18956562708410e+001,-7.77615849533459e+001)
3.71486770638715e+007	(-2.19210235118811e+001,-7.77906704219803e+001)
3.72343136087828e+007	(-2.19463620338668e+001,-7.78196806394300e+001)
3.73201475663182e+007	(-2.19716720112062e+001,-7.78486158617030e+001)
3.74061793915609e+007	(-2.19969536170346e+001,-7.78774763432882e+001)
3.74924095406431e+007	(-2.20222070232260e+001,-7.79062623371713e+001)
3.75788384707484e+007	(-2.20474324004047e+001,-7.79349740948494e+001)
3.76654666401144e+007	(-2.20726299179561e+001,-7.79636118663463e+001)
3.77522945080350e+007	(-2.20977997440382e+001,-7.79921759002270e+001)
3.78393225348630e+007	(-2.21229420455928e+001,-7.80206664436123e+001)
3.79265511820123e+007	(-2.21480569883557e+001,-7.80490837421930e+001)
3.80139809119605e+007	(-2.21731447368681e+001,-7.80774280402443e+001)
3.81016121882513e+007	(-2.21982054544869e+001,-7.81056995806396e+001)
3.81894454754970e+007	(-2.22232393033955e+001,-7.81338986048643e+001)
3.82774812393810e+007	(-2.22482464446139e+001,-7.81620253530292e+001)
3.83657199466601e+007	(-2.22732270380094e+001,-7.81900800638844e+001)
3.84541620651672e+007	(-2.22981812423065e+001,-7.82180629748319e+001)
3.85428080638135e+007	(-2.23231092150969e+001,-7.82459743219392e+001)
3.86316584125914e+007	(-2.23480111128500e+001,-7.82738143399518e+001)
3.87207135825765e+007	(-2.23728870909220e+001,-7.83015832623063e+001)
3.88099740459305e+007	(-2.23977373035663e+001,-7.83292813211426e+001)
3.88994402759035e+007	(-2.24225619039430e+001,-7.83569087473164e+001)
3.89891127468365e+007	(-2.24473610441281e+001,-7.83844657704118e+001)
3.90789919341640e+007	(-2.24721348751235e+001,-7.84119526187526e+001)
3.91690783144166e+007	(-2.24968835468659e+001,-7.84393695194150e+001)
3.92593723652232e+007	(-2.25216072082363e+001,-7.84667166982391e+001)
3.93498745653140e+007	(-2.25463060070690e+001,-7.84939943798401e+001)
3.94405853945225e+007	(-2.25709800901610e+001,-7.85212027876206e+001)
3.95315053337886e+007	(-2.25956296032803e+001,-7.85483421437811e+001)
3.96226348651608e+007	(-2.26202546911753e+001,-7.85754126693317e+001)
3.97139744717987e+007	(-2.26448554975836e+001,-7.86024145841031e+001)
3.98055246379758e+007	(-2.26694321652403e+001,-7.86293481067571e+001)
3.98972858490820e+007	(-2.26939848358867e+001,-7.86562134547978e+001)
3.99892585916262e+007	(-2.27185136502792e+001,-7.86830108445820e+001)
4.00814433532386e+007	(-2.27430187481970e+001,-7.87097404913299e+001)
4.01738406226736e+007	(-2.27675002684512e+001,-7.87364026091351e+001)
4.02664508898125e+007	(-2.27919583488923e+001,-7.87629974109752e+001)
4.03592746456656e+007	(-2.28163931264188e+001,-7.87895251087217e+001)
4.04523123823752e+007	(-2.28408047369852e+001,-7.88159859131500e+001)
4.05455645932181e+007	(-2.28651933156099e+001,-7.88423800339492e+001)
4.06390317726083e+007	(-2.28895589963831e+001,-7.88687076797321e+001)
4.07327144160995e+007	(-2.29139019124746e+001,-7.88949690580444e+001)
4.08266130203877e+007	(-2.29382221961417e+001,-7.89211643753745e+001)
4.09207280833140e+007	(-2.29625199787365e+001,-7.89472938371627e+001)
4.10150601038670e+007	(-2.29867953907139e+001,-7.89733576478108e+001)
4.11096095821858e+007	(-2.30110485616389e+001,-7.89993560106907e+001)
4.12043770195622e+007	(-2.30352796201938e+001,-7.90252891281537e+001)
4.12993629184439e+007	(-2.30594886941860e+001,-7.90511572015397e+001)
4.13945677824364e+007	(-2.30836759105549e+001,-7.90769604311855e+001)
4.14899921163067e+007	(-2.31078413953793e+001,-7.91026990164338e+001)
4.15856364259850e+007	(-2.31319852738845e+001,-7.91283731556420e+001)
4.16815012185678e+007	(-2.31561076704492e+001,-7.91539830461901e+001)
4.17775870023209e+007	(-2.31802087086125e+001,-7.91795288844898e+001)
4.18738942866814e+007	(-2.32042885110813e+001,-7.92050108659922e+001)
4.19704235822610e+007	(-2.32283471997363e+001,-7.92304291851963e+001)
4.20671754008484e+007	(-2.32523848956395e+001,-7.92557840356573e+001)
4.21641502554122e+007	(-2.32764017190404e+001,-7.92810756099939e+001)
4.22613486601032e+007	(-2.33003977893831e+001,-7.93063040998971e+001)
4.23587711302579e+007	(-2.33243732253125e+001,-7.93314696961372e+001)
4.24564181824004e+007	(-2.33483281446809e+001,-7.93565725885722e+001)
4.25542903342457e+007	(-2.33722626645545e+001,-7.93816129661548e+001)
4.26523881047022e+007	(-2.33961769012198e+001,-7.94065910169406e+001)
4.27507120138745e+007	(-2.34200709701900e+001,-7.94315069280949e+001)
4.28492625830662e+007	(-2.34439449862107e+001,-7.94563608859004e+001)
4.29480403347826e+007	(-2.34677990632670e+001,-7.94811530757646e+001)
4.30470457927335e+007	(-2.34916333145888e+001,-7.95058836822268e+001)
4.31462794818360e+007	(-2.35154478526573e+001,-7.95305528889649e+001)
4.32457419282172e+007	(-2.35392427892111e+001,-7.95551608788033e+001)
4.33454336592172e+007	(-2.35630182352517e+001,-7.95797078337188e+001)
4.34453552033915e+007	(-2.35867743010497e+001,-7.96041939348483e+001)
4.35455070905142e+007	(-2.36105110961508e+001,-7.96286193624950e+001)
4.36458898515807e+007	(-2.36342287293812e+001,-7.96529842961354e+001)
4.37465040188104e+007	(-2.36579273088536e+001,-7.96772889144260e+001)
4.38473501256495e+007	(-2.36816069419725e+001,-7.97015333952096e+001)
4.39484287067742e+007	(-2.37052677354405e+001,-7.97257179155219e+001)
4.40497402980929e+007	(-2.37289097952631e+001,-7.97498426515979e+001)
4.41512854367497e+007	(-2.37525332267546e+001,-7.97739077788783e+001)
4.42530646611267e+007	(-2.37761381345436e+001,-7.97979134720156e+001)
4.43550785108472e+007	(-2.37997246225782e+001,-7.98218599048803e+001)
4.44573275267787e+007	(-2.38232927941314e+001,-7.98457472505672e+001)
4.45598122510351e+007	(-2.38468427518065e+001,-7.98695756814013e+001)
4.46625332269802e+007	(-2.38703745975422e+001,-7.98933453689439e+001)
4.47654909992305e+007	(-2.38938884326179e+001,-7.99170564839982e+001)
4.48686861136578e+007	(-2.39173843576589e+001,-7.99407091966155e+001)
4.49721191173923e+007	(-2.39408624726412e+001,-7.99643036761008e+001)
